192102,36955,4349,332411,15644
13994,10197,37165,12486,14757
58595,301325,812,290595,20542
62206,13476,11600,3172,9416
14161,173931,40160,72710,346081
9327,13856,33430,302688,55903
84318,117942,11024,10329,175291
56491,2140,332411,14392,12244
37165,5994,9007,10202,21612
8408,654,3034,29426,10246
270946,82650,211672,25704,13908
91122,11096,644,9007,19904
76285,11798,10195,14164,2023
26268,807,1248,395766,332411
19959,11058,15745,1635,319
704,37165,1961,11935,16112
76163,11667,9282,9053,280092
955,78814,956,254904,49517
101299,131634,131631,18841,11359
18785,302688,23685,57800,137093
155,268,49026,2661,414
239897,60421,50135,11011,10808
36696,21765,272878,50135,953
9598,170687,13908,38317,10996
9549,568,192577,49047,299552
39514,254904,163,82675,241254
62116,12281,985,232679,278
23398,6477,258509,49948,44896
306667,13490,21801,14757,37165
203801,10535,10923,5820,9448
10197,20009,8272,704,253235
182,36597,210577,74725,10052
15489,18147,291270,1581,30979
198184,21074,109451,9408,82687
5820,10550,257088,7220,4349
37165,14014,82679,11935,12486
10559,66607,1088,13536,11702
23082,9582,25312,14014,2755
11302,361159,116613,10167,49081
7485,75900,44490,180,157353
36597,14014,1579,11302,2755
198663,76341,1365,77332,534
14757,13994,172391,11935,12486
312791,510,11377,10696,11354
35696,9918,21972,9469,172533
29912,15639,13191,11001,138832
11260,4965,602,68179,8077
846,74725,3594,9464,16995
342,3536,13922,57214,424
11065,91076,14139,9208,9488
227783,18357,40688,10808,13053
50135,109445,25353,7450,9907
704,10226,13,11935,16112
118340,192577,27374,80274,9016
9029,41479,16112,77948,361159
1956,278348,16651,22971,92635
239897,76492,208134,17917,1435
23367,19933,10664,11217,55301
83542,87101,25763,9562,13856
13680,26791,12312,228326,13184
10428,332411,248,955,9991
9342,14757,2755,36955,188207
2755,9678,795,345003,14014
11935,82700,114635,16112,306667
8054,9593,367961,41513,6435
20856,13856,80468,9059,13490
137347,11687,8271,2280,10894
29076,2755,1251,14014,41283
8452,10559,30379,180,169
8963,117251,11873,219716,66
38985,9486,707,102362,2359
21014,135397,10567,105864,8355
11798,71469,7450,70981,299687
14757,378237,84184,429,256961
14014,11935,12486,82679,256924
46727,2135,25763,8975,25189
25763,12244,581,10187,6479
9598,7443,102840,1251,9907
37165,671,184315,24424,227707
14854,286217,2067,13856,2900
227707,228326,172391,14757,170687
4959,205775,320435,13908,756
13856,269057,330,135397,13491
188207,14014,98,204082,172391
14757,188207,9513,24424,256962
13994,82679,704,14014,68812
18937,29076,125052,10683,26688
227973,172391,88751,21512,16112
22794,37165,8849,172391,14757
8080,274,8838,395766,8836
49013,417859,44115,55306,2309
2122,11128,37165,10362,704
9799,21512,323675,6071,51497
71688,25353,14139,417859,44260
11954,71469,228161,7450,440
49013,62206,14139,228326,23685
50135,10567,14160,9907,14175
12437,834,277,38321,50037
211672,7518,20352,137106,49519
9783,11260,440,68179,10200
135397,329,46529,13856,331
10527,2989,9907,50135,20694
76341,28165,78307,55903,8870
36658,36668,246655,68721,49538
192141,12183,10559,1248,41283
17663,8975,15074,218043,2162
425,57800,9907,50135,11619
33430,10226,11823,109418,11137
28665,1788,23367,10664,9571
12158,63006,9616,184346,208763
13006,214,429,16112,11935
291805,290370,4959,8836,388
139998,87826,109418,21283,7214
11935,429,9400,343795,13501
159824,208134,17880,239897,67373
44115,39013,60422,253412,1852
59861,342,343795,424,3083
14175,50135,9552,12245,7518
45272,283445,6575,272693,10537
80585,28665,23367,2148,153397
14631,332411,1620,253450,10661
8007,190859,8988,8741,9093
12183,14757,2122,37165,361159
11665,1809,10535,10923,146216
11631,375950,9583,25636,259693
62211,9969,77459,24266,239897
33430,13856,13025,13476,10678
188207,704,14538,20009,13491
26688,55903,46838,1548,278348
1966,29371,39349,69848,18823
9631,36597,9366,82675,21512
9023,11798,68179,228161,11260
119657,27581,124606,944,14139
39833,46727,8077,87428,8078
10786,1562,6479,6950,77934
17711,14757,19724,228326,39210
9208,37495,192134,49081,18602
55720,55831,587,14474,6947
93456,49519,270946,268,49013
48572,10796,11362,174,199373
2118,34341,4911,192134,175291
27374,9457,42151,395,87827
9488,133931,342502,44638,144340
14757,11935,114635,12486,14014
114065,367551,28121,43630,4964
820,5820,8838,7461,9884
50875,12133,8699,10358,11967
7518,50135,7484,172391,9907
16428,1579,26428,2669,71859
11302,342,190859,10592,16112
50135,170687,9023,44896,38317
11023,80585,2757,9726,74643
11770,41283,13994,14757,168259
10188,278927,87827,756,15489
15556,55720,429,36597,1579
13908,49519,228326,170687,378237
44490,16857,10329,18681,6947
810,808,10192,417859,14164
49013,49519,9975,35,38579
70478,429,9400,2752,114635
177677,72545,56292,21512,19585
11836,110683,17711,2309,57800
10871,134371,26268,394047,39349
9075,146269,424,72431,228150
266647,1930,48572,12589,16690
562,1571,1572,18147,47964
102362,9799,9625,13809,943
8272,15556,11935,37165,361159
46261,13994,36597,10202,24424
440,106,1091,9783,157544
55301,6477,23367,6575,10664
158011,12412,14582,621,146269
117251,267860,72559,9772,132363
201,199,193,11260,168
17663,19995,8009,39833,87421
14014,37165,12486,13994,26022
14757,132344,277,10012,10075
29076,342,429,15045,11876
72431,12149,424,228150,146269
10865,504,11056,10329,9457
16353,24663,75861,10673,11826
10577,12437,6114,36647,11302
24973,334074,102362,29371,190955
228326,68812,82679,188207,14014
342,16112,1579,10592,256962
42345,283708,10947,250349,10163
5820,39514,254904,2502,954
9348,193756,10016,147767,7450
30379,19585,13856,56288,14139
834,277,72331,36586,24021
23367,1788,28665,76726,15624
27936,9093,16112,82679,11302
72387,1620,27380,36557,39513
872,8831,322194,9981,192102
5820,8836,10923,10871,955
287948,15074,13856,10045,17187
14139,17711,270946,50135,10996
10281,49948,239897,953,68728
157353,26268,29193,175291,10428
21074,2048,39254,331745,119657
9396,190955,2118,14729,76
8337,278,25719,985,19419
16112,14014,14757,704,82679
137094,254904,5125,68734,1809
18239,50620,8966,834,277
27360,127493,116613,39514,670
170687,227973,37165,14757,16112
268920,134371,249164,49010,27581
21208,5900,19255,10073,2123
318850,14538,76649,1966,256924
13856,46727,18206,295914,10226
36419,99826,25704,44634,29427
32274,44260,36351,9034,254024
300671,80215,39349,10970,254128
4614,59961,954,137094,97630
9849,11051,6020,64678,8968
36586,36647,50037,12437,52520
12509,137321,9095,2044,1956
8836,4965,8834,16617,248402
23759,9664,11876,13807,14139
69848,152760,13922,10655,228150
185465,49018,9799,9526,7485
11066,4960,8849,22327,8272
950,49519,8355,57800,105864
679,11354,10200,10253,9396
113464,342,72431,1495,16072
605,604,10428,1090,3049
286217,14854,9549,8656,95
11395,9279,14757,13673,27936
11217,4688,1648,23367,28665
39541,33430,18240,161795,40428
20616,13166,118612,9718,245
1656,2755,12486,14014,14757
256924,1930,429,16538,11935
342,72431,10691,853,113464
95,157336,8656,10724,11551
2112,16112,11302,188207,82700
45380,242166,11866,744,6068
12177,10202,60420,29514,14160
38665,8007,86549,11678,55604
59861,1439,1259,10068,32274
2084,37165,235260,14293,10202
14293,43266,7510,13501,192132
31203,11687,77875,16643,6020
89861,46252,13994,173,361159
10557,13856,13596,38780,13476
36647,36586,10577,834,168705
16406,80215,25379,1954,64688
11128,37165,10858,24424,2755
35791,1576,7737,71469,1577
24973,13785,72710,71679,13051
3078,242575,5820,4816,787
9631,27029,8975,14139,15301
2309,68179,20856,9016,9549
174362,385383,20391,19615,299553
27549,10663,232679,43610,11219
37165,361159,14757,2084,11362
41436,11176,185465,27936,5503
286939,630,173,228066,227707
1648,13990,773,44835,97614
192141,16353,14014,9355,248
187,39851,320,180,12150
46838,2655,278348,13079,10740
11678,60422,44115,39013,59968
663,38541,14,74084,9947
817,9304,19724,68812,12177
49521,2277,177572,14164,39254
135397,330,331,21014,18162
11509,2055,581,104896,38665
9869,137094,13072,273481,1809
13807,14139,38665,76487,8859
21972,21301,11001,67660,433
342,9075,228150,72431,10691
73247,27983,21612,301365,30309
11935,14014,29514,27936,253235
5516,336004,6016,11358,13508
54054,29193,29371,89540,49018
14292,9067,13856,59968,2162
49013,256924,15389,13689,20616
53182,8741,12289,342,1966
10283,11638,1597,39451,10073
14160,21765,38579,10481,10067
27191,137321,10398,55567,201088
14139,10072,13856,7364,77332
20856,7443,16866,11260,50135
55831,6973,11324,11468,9741
2502,324668,74084,2503,57157
700,709,708,36669,10727
321,39851,169917,14043,12150
13994,12486,14014,704,11935
147441,10199,97614,10530,159037
11451,9656,9641,227975,36739
20055,257088,12085,9366,12277
10481,9574,227973,253,10137
27360,21512,109513,16158,70006
10368,10950,10014,22897,634
9487,20542,812,109445,1378
242582,82696,6068,91076,83666
11935,12486,14014,13223,114635
333348,13908,145220,99826,10022
198663,76341,1724,7737,534
71866,9441,64973,28353,21311
50725,17979,114635,11935,37165
146216,12486,116613,37821,21512
4960,11959,8489,11219,11535
17820,18516,9302,157841,15983
49018,186,134371,332411,26268
168259,9626,10138,318850,10195
24424,10362,11935,12486,14014
394047,22600,26268,16857,102362
61791,9552,14823,12245,580
43653,323967,6575,12569,293670
6950,9357,13460,10786,658
114,6972,9013,31163,249164
81188,129,49519,20737,9763
46529,243940,55831,36955,136835
8681,254904,273481,82675,18828
21765,385636,14306,272878,38579
9471,8321,9366,11375,10167
66607,9021,17979,11935,9290
3536,228150,11873,1771,11253
205587,24226,12094,14014,11935
18475,170687,205587,109418,192132
10861,16617,8838,2026,9366
119657,10329,8968,44555,243940
11342,10390,547,46889,11091
10996,172391,10137,849,417859
241554,13856,14299,41154,6071
9281,24973,9271,241254,59965
4614,9331,9869,9281,14631
325140,75033,82693,235260,14293
24973,25520,9414,117263,22832
679,10955,8452,4965,9783
29371,70006,94348,77866,332411
13908,172391,10567,29076,228326
27022,224141,17834,181533,2270
9975,76285,17711,270946,49519
1493,13856,8838,38322,8836
2486,848,82702,5494,10191
41283,68812,14757,36597,21512
49519,11153,239563,57800,105864
192136,764,334531,2266,31535
12183,82679,37821,41283,10559
56288,9448,13072,818,9486
826,6020,8968,38778,11051
10550,49517,2502,179,3132
68179,11260,228161,10658,7453
200,199,193,172,174
5,10436,9930,11141,133698
10390,82679,242083,16232,429
116613,41283,13536,3033,169917
329440,9770,1593,591,11932
9535,31007,19187,62116,12177
46503,11892,332411,102362,39851
8836,10431,38322,5820,10040
290391,28665,12569,2287,16653
182,137321,222935,9667,15648
16172,1781,9952,27686,125537
8920,293644,21525,9806,10588
15074,2100,5820,10782,10550
277,36586,834,12437,9945
3604,2270,227707,29076,172391
211954,117942,593,138976,11056
10312,26171,2755,52462,14014
11426,178862,171274,15983,17332
72431,11876,146269,10691,13922
33511,60308,12281,14392,9291
9570,9645,504,16320,8413
220490,9095,15556,14757,1956
168705,50620,9543,834,24021
7453,68179,228161,16866,20856
14576,4584,1808,66468,11576
37165,64973,27936,183894,402515
34584,417859,228326,18360,11359
29262,9074,84184,13856,21512
6415,12149,500,280092,62008
66607,9279,587,2270,98
9664,79698,4476,182,8198
38543,13121,367961,1729,48572
72431,227306,853,342,146269
102899,10138,11507,11090,1930
577,4912,9034,17339,9762
14014,16112,68812,12486,82700
510,287903,215881,19994,10075
14757,9339,11096,343795,114635
1366,294086,16651,152601,278348
1369,7979,272878,11302,7451
16428,386826,14325,10364,80468
218500,11935,12486,114635,19556
62838,8970,480,355629,109418
13909,32823,257211,10708,38780
71679,7737,1576,241259,290825
10691,26673,146269,9664,13922
321258,36597,10696,242,8968
132344,18475,13166,10073,1624
848,102651,10191,12437,38319
19150,29371,39514,10040,16888
1250,9946,9920,48572,39349
5528,253450,16651,86825,13
9641,26039,9488,13908,202604
36597,310933,11302,29371,9766
704,20009,188207,15556,12400
23398,55301,258509,28665,6575
39451,693,242083,10073,79316
16690,19933,4523,10198,109445
1452,8536,10138,9531,11411
12107,68812,13501,23963,10197
42819,15045,704,9842,21612
17622,9975,258489,172385,11888
2770,14635,71552,821,50942
9829,2320,9350,58,24575
13596,250349,979,34016,16448
10756,16112,9647,202575,10929
116613,14757,37821,13536,2122
11470,42684,50035,37931,120467
11935,12486,429,82679,10197
11935,10197,14014,343795,82679
15797,13788,36597,10065,5955
36597,116613,21612,38940,37165
15556,12159,38810,228326,20009
393,30596,13051,25520,22832
178862,362105,13689,18925,27936
24,57157,9991,70006,10431
25719,10398,107846,12281,62116
9443,25786,13812,2105,60420
927,808,6038,91721,32316
9829,109424,5125,3512,4349
37165,18475,74465,51588,258509
381902,146,14164,11065,9387
49519,9023,8355,9969,49013
679,19419,107846,132316,985
4688,11217,650,171759,23367
15013,24973,11358,4824,9074
14757,2989,51384,258489,354110
18357,72105,10808,188207,41515
440,11260,9982,20856,299687
1248,11904,14757,41283,13536
15647,76,11831,167,10398
13689,11687,194662,11109,15644
10663,9918,11219,35696,9289
15511,1865,58,192577,34769
26268,22600,332411,321,13536
10796,13856,80215,7485,907
14014,19724,13994,11468,11935
22971,153,10238,278348,161795
4518,11400,5279,2977,1887
30379,56288,246449,47534,19585
342,9665,158011,113464,947
9829,9427,326,75174,11460
11935,12486,14014,82679,11959
49013,680,228326,64328,13908
13856,11551,12279,49519,8427
24071,24684,74777,14024,208869
13812,208134,10647,39800,1874
11446,1439,10802,37710,10987
10871,8080,16617,28053,58233
36647,50037,36648,72331,19901
25461,328425,41154,9837,15556
24973,9991,308639,191229,268920
429,12486,14014,11935,82679
11935,468,343795,429,306667
11935,8849,68812,50725,27936
1452,11411,9531,1924,49521
1956,39210,76025,20009,41283
22479,26916,16995,10758,489
332411,709,2140,813,56491
16690,950,71688,109445,9907
4688,23367,171759,11217,2148
1586,74,185465,46503,192141
9366,39780,18238,164457,1422
10691,8741,72431,10590,12100
332411,395766,1248,15556,21512
3034,36334,29426,19994,12212
8271,58680,56601,14283,9355
524,36557,24420,9981,704
26171,13056,21074,235260,88794
38428,43434,9772,820,954
220490,302688,26602,1548,9026
9583,9541,2539,1257,11576
704,11051,114635,64973,9434
9447,44896,11509,34341,43306
10691,72431,853,146269,41894
244316,1957,2755,72105,692
153,51828,10220,76487,256687
265208,1950,769,9366,29371
14757,37950,9613,188207,74725
21345,9470,41823,49444,56288
10030,14560,13994,15644,23963
13700,50135,14175,7518,10567
13673,103663,253235,18147,771
24021,8966,50620,277,834
10192,809,812,810,8584
84184,68812,8009,12400,2662
11042,288980,14745,20662,714
11935,14757,37165,361159,256924
704,214,29514,2752,188207
22345,4960,850,84184,253235
10052,52462,26171,11935,43213
8699,114,258509,24438,160588
24071,17880,40185,74777,80585
64720,7191,19898,11357,10782
13370,9441,11975,36819,11658
6957,10030,10136,9889,12400
64688,67913,38322,25379,8363
24100,73935,50620,36647,10577
38780,4599,10934,82507,16643
56288,13856,14351,11956,1428
38780,42819,38167,16161,53113
14014,3472,788,979,2755
4935,274854,6435,64328,28665
127493,46729,75656,14536,854
116613,9350,16112,2755,12486
84318,18681,7364,9396,10871
14757,37165,2755,14014,12486
14757,13551,11904,9806,74725
21801,8849,84184,37165,39210
66607,24356,16162,38223,794
287524,13501,10226,2280,27455
9513,239897,821,18736,159824
9969,9021,17979,2755,12486
109410,2100,9957,200505,11287
39538,6479,235,152747,12123
22787,9829,9381,117942,46503
18,20856,15512,9954,68179
30379,12142,24575,24424,865
192141,11932,8292,813,12479
9023,239897,137106,49519,17622
49013,302688,49519,10708,32456
64720,189711,9381,13788,25113
42057,76285,33106,19405,451
19913,345,194588,7944,18041
354110,9355,214,11302,7326
4349,137094,9869,25520,253450
72431,80215,146269,10970,10590
29076,49519,227973,172391,2270
3766,11128,72358,297621,15544
11282,16995,134371,117251,332411
193756,563,150202,158011,9664
2084,41283,255266,50698,36557
14576,158752,4513,11229,25786
114635,11935,9981,23479,12177
109418,8273,10029,146304,10712
2026,332411,13685,26268,11983
8435,89540,39349,162396,46529
96,90,268920,342521,8961
46261,10514,34101,14623,10765
354110,11935,468,9422,10549
59965,3512,47964,45612,168027
7737,1576,9035,9793,71679
634,31163,4599,13510,5854
10822,49018,1266,11702,13536
73873,36643,75174,7345,38985
9059,9355,580,29076,13811
9644,907,1439,309425,198277
4960,14160,10739,24684,28353
37821,266396,9869,57157,25520
87825,1640,22805,9655,12400
49018,45658,206284,4816,185567
14306,62214,21765,10067,302688
16358,157293,663,13960,773
320,13389,807,3033,39851
